Weekly_Sales,Store,Unemployment,Fuel_Price,CPI,Week,Temperature,Month,Year
1319325.59,1,7.348,3.29,220.0788523,4,54.26,1,2012
1636339.65,1,7.348,3.36,220.1720153,5,56.55,2,2012
1802477.43,1,7.348,3.409,220.2651783,6,48.02,2,2012
1819870.0,1,7.348,3.51,220.4257586,7,45.32,2,2012
1539387.83,1,7.348,3.555,220.636902,8,57.25,2,2012
1688420.76,1,7.348,3.63,220.8480454,9,60.96,3,2012
1675431.16,1,7.348,3.669,221.0591887,10,58.76,3,2012
1677472.78,1,7.348,3.734,221.2118132,11,64.74,3,2012
1511068.07,1,7.348,3.787,221.2864126,12,65.93,3,2012
1649604.63,1,7.348,3.845,221.3610119,13,67.61,3,2012
1899676.88,1,7.143,3.891,221.4356112,14,70.43,4,2012
1621031.7,1,7.143,3.891,221.5102105,15,69.07,4,2012
1521577.87,1,7.143,3.877,221.5640737,16,66.76,4,2012
1468928.37,1,7.143,3.814,221.6179368,17,67.23,4,2012
1684519.99,1,7.143,3.749,221.6718,18,75.55,5,2012
1611096.05,1,7.143,3.688,221.7256632,19,73.77,5,2012
1595901.87,1,7.143,3.63,221.742674,20,70.33,5,2012
1555444.55,1,7.143,3.561,221.744944,21,77.22,5,2012
1624477.58,1,7.143,3.501,221.7472139,22,77.95,6,2012
1697230.96,1,7.143,3.452,221.7494839,23,78.3,6,2012
1630607.0,1,7.143,3.393,221.7626421,24,79.35,6,2012
1527845.81,1,7.143,3.346,221.8030211,25,78.39,6,2012
1540421.49,1,7.143,3.286,221.8434,26,84.88,6,2012
1769854.16,1,6.908,3.227,221.8837789,27,81.57,7,2012
1527014.04,1,6.908,3.256,221.9241579,28,77.12,7,2012
1497954.76,1,6.908,3.311,221.9327267,29,80.42,7,2012
1439123.71,1,6.908,3.407,221.9412954,30,82.66,7,2012
1631135.79,1,6.908,3.417,221.9498642,31,86.11,8,2012
1592409.97,1,6.908,3.494,221.9584329,32,85.05,8,2012
1597868.05,1,6.908,3.571,222.0384109,33,84.85,8,2012
1494122.38,1,6.908,3.62,222.1719457,34,77.66,8,2012
1582083.4,1,6.908,3.638,222.3054805,35,80.49,8,2012
1661767.33,1,6.908,3.73,222.4390153,36,83.96,9,2012
1517428.87,1,6.908,3.717,222.5820193,37,74.97,9,2012
1506126.06,1,6.908,3.721,222.7818386,38,69.87,9,2012
1437059.26,1,6.908,3.666,222.9816579,39,76.08,9,2012
1670785.97,1,6.573,3.617,223.1814772,40,68.55,10,2012
1573072.81,1,6.573,3.601,223.3812965,41,62.99,10,2012
1508068.77,1,6.573,3.594,223.4257233,42,67.97,10,2012
1493659.74,1,6.573,3.506,223.4442513,43,69.16,10,2012
2136989.46,2,8.324,2.572,210.7526053,5,40.19,2,2010
2137809.5,2,8.324,2.548,210.8979935,6,38.49,2,2010
2124451.54,2,8.324,2.514,210.9451605,7,39.69,2,2010
1865097.27,2,8.324,2.561,210.9759573,8,46.1,2,2010
1991013.13,2,8.324,2.625,211.0067542,9,47.17,3,2010
1990483.78,2,8.324,2.667,211.037551,10,57.56,3,2010
1946070.88,2,8.324,2.72,210.8733316,11,54.52,3,2010
1750197.81,2,8.324,2.732,210.6766095,12,51.26,3,2010
2066187.72,2,8.2,2.719,210.4798874,13,63.27,4,2010
1954689.21,2,8.2,2.77,210.2831653,14,65.41,4,2010
1874957.94,2,8.2,2.808,210.1495463,15,68.07,4,2010
1821990.93,2,8.2,2.795,210.1000648,16,65.11,4,2010
1802450.29,2,8.2,2.78,210.0505833,17,66.98,4,2010
2042581.71,2,8.2,2.835,210.0011018,18,71.28,5,2010
1880752.36,2,8.2,2.854,209.9984585,19,73.31,5,2010
1896937.1,2,8.2,2.826,210.2768443,20,74.83,5,2010
1957113.89,2,8.2,2.759,210.5552301,21,81.13,5,2010
2102539.93,2,8.2,2.705,210.833616,22,81.81,6,2010
2025538.76,2,8.2,2.668,211.1120018,23,83.4,6,2010
2001636.96,2,8.2,2.637,211.1096543,24,85.81,6,2010
1939927.09,2,8.2,2.653,210.9950134,25,86.26,6,2010
2003940.64,2,8.099,2.669,210.8803726,26,82.74,7,2010
1880902.62,2,8.099,2.642,210.7657317,27,82.59,7,2010
1845879.79,2,8.099,2.623,210.7577954,28,85.32,7,2010
1781717.71,2,8.099,2.608,210.8921319,29,87.66,7,2010
1804246.16,2,8.099,2.64,211.0264684,30,83.49,7,2010
1991909.98,2,8.099,2.627,211.1608049,31,89.53,8,2010
1895601.05,2,8.099,2.692,211.2951413,32,89.05,8,2010
1964335.23,2,8.099,2.664,211.2596586,33,88.7,8,2010
1863840.49,2,8.099,2.619,211.2241759,34,87.12,8,2010
1904608.09,2,8.099,2.577,211.1886931,35,81.83,9,2010
1839128.83,2,8.099,2.565,211.1532104,36,79.09,9,2010
1793903.6,2,8.099,2.582,211.1806415,37,82.05,9,2010
1724557.22,2,8.099,2.624,211.2552578,38,81.79,9,2010
1827440.43,2,8.163,2.603,211.3298742,39,69.24,10,2010
1849921.44,2,8.163,2.633,211.4044906,40,63.19,10,2010
1794355.49,2,8.163,2.72,211.4713286,41,65.8,10,2010
1737947.64,2,8.163,2.725,211.5187208,42,68.5,10,2010
1802755.11,2,8.163,2.716,211.5661131,43,66.24,10,2010
1939061.41,2,8.163,2.689,211.6135053,44,57.85,11,2010
1916812.74,2,8.163,2.728,211.6608975,45,59.69,11,2010
1956739.17,2,8.163,2.771,211.5470304,46,50.81,11,2010
2658725.29,2,8.163,2.735,211.4062867,47,62.98,11,2010
2015781.27,2,8.163,2.708,211.265543,48,49.33,12,2010
2378726.55,2,8.163,2.843,211.1247993,49,45.5,12,2010
2609166.75,2,8.163,2.869,211.0645458,50,47.55,12,2010
3436007.68,2,8.163,2.886,211.0646599,51,49.97,12,2010
1750434.55,2,8.163,2.943,211.064774,52,47.3,12,2010
1758050.79,2,8.028,2.976,211.0648881,1,44.69,1,2011
1744193.58,2,8.028,2.983,211.1176713,2,33.02,1,2011
1751384.9,2,8.028,3.016,211.4864691,3,41.4,1,2011
1695371.68,2,8.028,3.01,211.8552668,4,42.83,1,2011
1929346.23,2,8.028,2.989,212.2240646,5,38.25,2,2011
2168041.61,2,8.028,3.022,212.5928624,6,33.19,2,2011
2080884.82,2,8.028,3.045,212.9033115,7,57.83,2,2011
1833511.08,2,8.028,3.065,213.190421,8,60.8,2,2011
1981607.78,2,8.028,3.288,213.4775305,9,57.77,3,2011
1879107.31,2,8.028,3.459,213.7646401,10,52.7,3,2011
1902557.66,2,8.028,3.488,214.0156238,11,62.32,3,2011
1766162.05,2,8.028,3.473,214.2521573,12,69.42,3,2011
1800171.36,2,7.931,3.524,214.4886908,13,55.43,4,2011
1847552.61,2,7.931,3.622,214.7252242,14,67.0,4,2011
1856467.84,2,7.931,3.743,214.9420631,15,69.48,4,2011
1886339.6,2,7.931,3.807,215.1096657,16,69.39,4,2011
1745545.28,2,7.931,3.81,215.2772683,17,69.21,4,2011
1837743.6,2,7.931,3.906,215.4448709,18,61.48,5,2011
1838513.07,2,7.931,3.899,215.6124735,19,74.61,5,2011
1688281.86,2,7.931,3.907,215.3834778,20,67.14,5,2011
1797732.56,2,7.931,3.786,215.1544822,21,76.42,5,2011
1933756.21,2,7.931,3.699,214.9254865,22,83.07,6,2011
1929153.16,2,7.931,3.648,214.6964908,23,83.4,6,2011
1953771.99,2,7.931,3.637,214.6513538,24,86.53,6,2011
1790925.8,2,7.931,3.594,214.7441108,25,85.17,6,2011
1866243.0,2,7.852,3.524,214.8368678,26,85.69,7,2011
1853161.99,2,7.852,3.48,214.9296249,27,87.7,7,2011
1785187.29,2,7.852,3.575,215.0134426,28,89.83,7,2011
1743816.41,2,7.852,3.651,215.0749122,29,89.34,7,2011
1680693.06,2,7.852,3.682,215.1363819,30,90.07,7,2011
1876704.26,2,7.852,3.684,215.1978515,31,93.34,8,2011
1812768.26,2,7.852,3.638,215.2593211,32,91.58,8,2011
1844094.59,2,7.852,3.554,215.3229307,33,89.86,8,2011
1821139.91,2,7.852,3.523,215.386897,34,90.45,8,2011
1809119.7,2,7.852,3.533,215.4508632,35,89.64,9,2011
1748000.65,2,7.852,3.546,215.5148295,36,77.97,9,2011
1691439.52,2,7.852,3.526,215.6944378,37,78.85,9,2011
1669299.78,2,7.852,3.467,216.0282356,38,75.58,9,2011
1650394.44,2,7.852,3.355,216.3620333,39,78.14,9,2011
1837553.43,2,7.441,3.285,216.6958311,40,69.92,10,2011
1743882.19,2,7.441,3.274,217.0048261,41,71.67,10,2011
1834680.25,2,7.441,3.353,217.1650042,42,64.53,10,2011
1769296.25,2,7.441,3.372,217.3251824,43,65.87,10,2011
1959707.9,2,7.441,3.332,217.4853605,44,55.53,11,2011
1920725.15,2,7.441,3.297,217.6455387,45,59.33,11,2011
1902762.5,2,7.441,3.308,217.8670218,46,62.01,11,2011
2614202.3,2,7.441,3.236,218.1130269,47,56.36,11,2011
1954952.0,2,7.441,3.172,218.3590319,48,48.74,12,2011
2290549.32,2,7.441,3.158,218.605037,49,41.76,12,2011
2432736.52,2,7.441,3.159,218.8217928,50,50.13,12,2011
3224369.8,2,7.441,3.112,218.9995495,51,46.66,12,2011
1874226.52,2,7.441,3.129,219.1773063,52,44.57,12,2011
1799520.14,2,7.057,3.157,219.355063,1,46.75,1,2012
1744725.48,2,7.057,3.261,219.5328198,2,45.99,1,2012
1711769.11,2,7.057,3.268,219.6258417,3,51.7,1,2012
1660906.14,2,7.057,3.29,219.7188636,4,50.5,1,2012
1935299.94,2,7.057,3.36,219.8118854,5,55.21,2,2012
2103322.68,2,7.057,3.409,219.9049073,6,46.98,2,2012
2196688.46,2,7.057,3.51,220.0651993,7,43.82,2,2012
1861802.7,2,7.057,3.555,220.275944,8,54.63,2,2012
1952555.66,2,7.057,3.63,220.4866886,9,58.79,3,2012
1937628.26,2,7.057,3.669,220.6974332,10,57.11,3,2012
1976082.13,2,7.057,3.734,220.8498468,11,63.68,3,2012
1790439.16,2,7.057,3.787,220.9244858,12,64.01,3,2012
1857480.84,2,7.057,3.845,220.9991248,13,66.83,3,2012
2129035.91,2,6.891,3.891,221.0737638,14,68.43,4,2012
1935869.1,2,6.891,3.891,221.1484028,15,68.08,4,2012
1847344.45,2,6.891,3.877,221.2021074,16,65.69,4,2012
1764133.09,2,6.891,3.814,221.255812,17,67.2,4,2012
1923957.09,2,6.891,3.749,221.3095166,18,76.73,5,2012
1917520.99,2,6.891,3.688,221.3632212,19,73.87,5,2012
2000940.67,2,6.891,3.63,221.380331,20,71.27,5,2012
1912791.09,2,6.891,3.561,221.3828029,21,78.19,5,2012
1910092.37,2,6.891,3.501,221.3852748,22,78.38,6,2012
2010216.49,2,6.891,3.452,221.3877467,23,78.69,6,2012
1962924.3,2,6.891,3.393,221.4009901,24,80.56,6,2012
1887733.21,2,6.891,3.346,221.4411622,25,81.04,6,2012
1881046.12,2,6.891,3.286,221.4813343,26,86.32,6,2012
2041507.4,2,6.565,3.227,221.5215064,27,84.2,7,2012
1830075.13,2,6.565,3.256,221.5616784,28,80.17,7,2012
1819666.46,2,6.565,3.311,221.5701123,29,83.23,7,2012
1757923.88,2,6.565,3.407,221.5785461,30,86.37,7,2012
1946104.64,2,6.565,3.417,221.5869799,31,90.22,8,2012
1866719.96,2,6.565,3.494,221.5954138,32,88.55,8,2012
1928016.01,2,6.565,3.571,221.6751459,33,84.79,8,2012
1876788.15,2,6.565,3.62,221.8083518,34,76.91,8,2012
1947083.3,2,6.565,3.638,221.9415576,35,82.64,8,2012
1898777.07,2,6.565,3.73,222.0747635,36,87.65,9,2012
1814806.63,2,6.565,3.717,222.2174395,37,75.88,9,2012
1829415.67,2,6.565,3.721,222.4169362,38,71.09,9,2012
1746470.56,2,6.565,3.666,222.6164329,39,79.45,9,2012
1998321.04,2,6.17,3.617,222.8159296,40,70.27,10,2012
1900745.13,2,6.17,3.601,223.0154263,41,60.97,10,2012
1847990.41,2,6.17,3.594,223.0598077,42,68.08,10,2012
1834458.35,2,6.17,3.506,223.0783366,43,69.79,10,2012
461622.22,3,7.368,2.572,214.4248812,5,45.71,2,2010
420728.96,3,7.368,2.548,214.5747916,6,47.93,2,2010
421642.19,3,7.368,2.514,214.6198868,7,47.07,2,2010
407204.86,3,7.368,2.561,214.6475127,8,52.05,2,2010
415202.04,3,7.368,2.625,214.6751386,9,53.04,3,2010
384200.69,3,7.368,2.667,214.7027646,10,63.08,3,2010
375328.59,3,7.368,2.72,214.5301219,11,60.42,3,2010
359949.27,3,7.368,2.732,214.3241011,12,57.06,3,2010
423294.4,3,7.343,2.719,214.1180803,13,65.56,4,2010
415870.28,3,7.343,2.77,213.9120595,14,68.0,4,2010
354993.26,3,7.343,2.808,213.7726889,15,66.98,4,2010
339976.65,3,7.343,2.795,213.7221852,16,67.87,4,2010
361248.39,3,7.343,2.78,213.6716815,17,70.24,4,2010
399323.86,3,7.343,2.835,213.6211778,18,73.47,5,2010
384357.94,3,7.343,2.854,213.6196139,19,77.18,5,2010
343763.17,3,7.343,2.826,213.9116886,20,75.81,5,2010
350089.23,3,7.343,2.759,214.2037634,21,78.6,5,2010
396968.8,3,7.343,2.705,214.4958382,22,78.53,6,2010
355017.09,3,7.343,2.668,214.787913,23,82.1,6,2010
364076.85,3,7.343,2.637,214.7858259,24,83.52,6,2010
357346.48,3,7.343,2.653,214.6660741,25,83.79,6,2010
381151.72,3,7.346,2.669,214.5463222,26,82.2,7,2010
349214.18,3,7.346,2.642,214.4265704,27,81.75,7,2010
352728.78,3,7.346,2.623,214.4176476,28,84.32,7,2010
352864.49,3,7.346,2.608,214.5564968,29,83.32,7,2010
347955.05,3,7.346,2.64,214.695346,30,82.04,7,2010
402635.76,3,7.346,2.627,214.8341952,31,85.13,8,2010
339597.38,3,7.346,2.692,214.9730444,32,86.74,8,2010
351728.21,3,7.346,2.664,214.9314191,33,88.02,8,2010
362134.09,3,7.346,2.619,214.8897938,34,86.15,8,2010
366473.97,3,7.346,2.577,214.8481685,35,84.16,9,2010
352260.97,3,7.346,2.565,214.8065431,36,80.84,9,2010
363064.64,3,7.346,2.582,214.8322484,37,82.36,9,2010
355626.87,3,7.346,2.624,214.9084516,38,76.9,9,2010
358784.1,3,7.564,2.603,214.9846548,39,73.6,10,2010
395107.35,3,7.564,2.633,215.060858,40,66.99,10,2010
345584.39,3,7.564,2.72,215.1293114,41,69.71,10,2010
348895.98,3,7.564,2.725,215.17839,42,71.64,10,2010
348591.74,3,7.564,2.716,215.2274686,43,72.04,10,2010
423175.56,3,7.564,2.689,215.2765472,44,62.94,11,2010
386635.03,3,7.564,2.728,215.3256258,45,62.79,11,2010
372545.32,3,7.564,2.771,215.2074519,46,57.72,11,2010
565567.84,3,7.564,2.735,215.0614025,47,68.71,11,2010
476420.77,3,7.564,2.708,214.9153531,48,53.76,12,2010
467642.03,3,7.564,2.843,214.7693037,49,51.13,12,2010
498159.39,3,7.564,2.869,214.704919,50,52.2,12,2010
605990.41,3,7.564,2.886,214.7017828,51,57.16,12,2010
382677.76,3,7.564,2.943,214.6986466,52,53.2,12,2010
378241.34,3,7.551,2.976,214.6955104,1,53.35,1,2011
381061.1,3,7.551,2.983,214.7470729,2,44.76,1,2011
350876.7,3,7.551,3.016,215.1268275,3,50.74,1,2011
364866.24,3,7.551,3.01,215.5065821,4,48.71,1,2011
438516.53,3,7.551,2.989,215.8863367,5,45.95,2,2011
430526.21,3,7.551,3.022,216.2660913,6,43.57,2,2011
432782.1,3,7.551,3.045,216.5843571,7,61.58,2,2011
397211.19,3,7.551,3.065,216.8780275,8,67.4,2,2011
437084.51,3,7.551,3.288,217.1716979,9,65.11,3,2011
404753.3,3,7.551,3.459,217.4653683,10,61.29,3,2011
392109.51,3,7.551,3.488,217.7235226,11,69.47,3,2011
380683.67,3,7.551,3.473,217.9674705,12,72.94,3,2011
374556.08,3,7.574,3.524,218.2114184,13,68.76,4,2011
384075.31,3,7.574,3.622,218.4553663,14,72.55,4,2011
366250.69,3,7.574,3.743,218.6788642,15,75.88,4,2011
391860.04,3,7.574,3.807,218.851237,16,76.91,4,2011
367405.4,3,7.574,3.81,219.0236099,17,78.69,4,2011
413042.12,3,7.574,3.906,219.1959827,18,69.45,5,2011
386312.68,3,7.574,3.899,219.3683556,19,79.87,5,2011
364603.13,3,7.574,3.907,219.127216,20,75.79,5,2011
369350.6,3,7.574,3.786,218.8860765,21,84.41,5,2011
394507.84,3,7.574,3.699,218.6449369,22,84.29,6,2011
391638.75,3,7.574,3.648,218.4037974,23,84.84,6,2011
403423.34,3,7.574,3.637,218.3551748,24,86.96,6,2011
385520.71,3,7.574,3.594,218.45094,25,84.94,6,2011
368962.72,3,7.567,3.524,218.5467052,26,85.1,7,2011
395146.24,3,7.567,3.48,218.6424704,27,85.38,7,2011
373454.33,3,7.567,3.575,218.7275216,28,87.14,7,2011
360617.37,3,7.567,3.651,218.7857881,29,86.19,7,2011
345381.29,3,7.567,3.682,218.8440545,30,88.07,7,2011
409981.25,3,7.567,3.684,218.9023209,31,88.45,8,2011
380376.85,3,7.567,3.638,218.9605873,32,88.88,8,2011
379716.91,3,7.567,3.554,219.023271,33,88.44,8,2011
366367.55,3,7.567,3.523,219.0866908,34,87.67,8,2011
375988.69,3,7.567,3.533,219.1501106,35,89.12,9,2011
377347.49,3,7.567,3.546,219.2135305,36,81.72,9,2011
375629.51,3,7.567,3.526,219.3972867,37,83.63,9,2011
365248.94,3,7.567,3.467,219.7414914,38,80.19,9,2011
368477.93,3,7.567,3.355,220.085696,39,82.58,9,2011
403342.4,3,7.197,3.285,220.4299007,40,75.54,10,2011
368282.57,3,7.197,3.274,220.7486167,41,73.75,10,2011
394976.36,3,7.197,3.353,220.9144005,42,69.03,10,2011
389540.62,3,7.197,3.372,221.0801842,43,71.04,10,2011
459443.22,3,7.197,3.332,221.245968,44,59.31,11,2011
407764.25,3,7.197,3.297,221.4117517,45,61.7,11,2011
398838.97,3,7.197,3.308,221.6432852,46,63.91,11,2011
556925.19,3,7.197,3.236,221.9011185,47,68.0,11,2011
472511.32,3,7.197,3.172,222.1589519,48,54.97,12,2011
468772.8,3,7.197,3.158,222.4167852,49,49.26,12,2011
510747.62,3,7.197,3.159,222.6426418,50,57.95,12,2011
551221.21,3,7.197,3.112,222.8258628,51,53.41,12,2011
410553.88,3,7.197,3.129,223.0090839,52,48.29,12,2011
398178.21,3,6.833,3.157,223.1923049,1,52.42,1,2012
367438.62,3,6.833,3.261,223.3755259,2,51.86,1,2012
365818.61,3,6.833,3.268,223.4700552,3,56.2,1,2012
349518.1,3,6.833,3.29,223.5645845,4,58.06,1,2012
424960.66,3,6.833,3.36,223.6591137,5,59.33,2,2012
473292.47,3,6.833,3.409,223.753643,6,51.65,2,2012
475591.08,3,6.833,3.51,223.9170153,7,52.39,2,2012
418925.47,3,6.833,3.555,224.1320199,8,60.12,2,2012
469752.56,3,6.833,3.63,224.3470245,9,61.65,3,2012
445162.05,3,6.833,3.669,224.5620291,10,60.71,3,2012
411775.8,3,6.833,3.734,224.7166953,11,64.0,3,2012
413907.25,3,6.833,3.787,224.7909104,12,66.53,3,2012
407488.84,3,6.833,3.845,224.8651254,13,69.36,3,2012
503232.13,3,6.664,3.891,224.9393405,14,73.01,4,2012
420789.74,3,6.664,3.891,225.0135556,15,72.83,4,2012
434822.13,3,6.664,3.877,225.0689541,16,72.05,4,2012
394616.11,3,6.664,3.814,225.1243526,17,73.39,4,2012
439913.57,3,6.664,3.749,225.1797511,18,79.51,5,2012
431985.36,3,6.664,3.688,225.2351496,19,75.19,5,2012
418112.76,3,6.664,3.63,225.2512024,20,72.38,5,2012
413701.29,3,6.664,3.561,225.2515168,21,78.58,5,2012
432268.53,3,6.664,3.501,225.2518313,22,81.55,6,2012
446336.8,3,6.664,3.452,225.2521458,23,81.65,6,2012
442074.79,3,6.664,3.393,225.2644795,24,84.66,6,2012
419497.95,3,6.664,3.346,225.3068615,25,82.7,6,2012
422965.33,3,6.664,3.286,225.3492435,26,86.42,6,2012
411206.5,3,6.334,3.227,225.3916254,27,83.14,7,2012
416913.1,3,6.334,3.256,225.4340074,28,82.28,7,2012
432424.85,3,6.334,3.311,225.4438827,29,81.38,7,2012
389427.9,3,6.334,3.407,225.4537579,30,84.94,7,2012
419990.29,3,6.334,3.417,225.4636332,31,86.55,8,2012
391811.6,3,6.334,3.494,225.4735085,32,85.85,8,2012
394918.83,3,6.334,3.571,225.5558664,33,87.36,8,2012
412449.67,3,6.334,3.62,225.6925864,34,83.01,8,2012
408838.73,3,6.334,3.638,225.8293063,35,85.18,8,2012
408229.73,3,6.334,3.73,225.9660263,36,84.99,9,2012
407589.16,3,6.334,3.717,226.1122067,37,78.36,9,2012
414392.09,3,6.334,3.721,226.3151496,38,72.78,9,2012
389813.02,3,6.334,3.666,226.5180926,39,77.46,9,2012
443557.65,3,6.034,3.617,226.7210356,40,72.74,10,2012
